timestamps population node_ids
2985.291 v1 293
2991.674 v1 293
2997.829 v1 293
65.384 v1 294
71.68 v1 294
77.924 v1 294
86.844 v1 294
98.627 v1 294
106.999 v1 294
137.283 v1 294
148.845 v1 294
159.767 v1 294
173.251 v1 294
228.235 v1 294
235.877 v1 294
242.941 v1 294
253.774 v1 294
262.399 v1 294
270.608 v1 294
325.155 v1 294
344.594 v1 294
2272.158 v1 294
638.109 v1 294
645.507 v1 294
872.227 v1 294
876.743 v1 294
881.967 v1 294
888.755 v1 294
897.957 v1 294
905.474 v1 294
910.706 v1 294
916.805 v1 294
922.97 v1 294
934.086 v1 294
942.217 v1 294
950.455 v1 294
956.552 v1 294
962.139 v1 294
966.807 v1 294
971.972 v1 294
977.832 v1 294
985.073 v1 294
996.862 v1 294
1503.444 v1 294
1508.056 v1 294
1511.98 v1 294
1516.47 v1 294
1521.041 v1 294
1526.46 v1 294
1531.702 v1 294
1537.809 v1 294
867.459 v1 294
641.667 v1 294
861.598 v1 294
849.297 v1 294
650.396 v1 294
658.435 v1 294
665.548 v1 294
670.142 v1 294
674.366 v1 294
678.729 v1 294
683.107 v1 294
688.05 v1 294
693.135 v1 294
698.391 v1 294
703.486 v1 294
707.626 v1 294
711.329 v1 294
714.839 v1 294
718.785 v1 294
724.808 v1 294
747.875 v1 294
761.473 v1 294
770.116 v1 294
775.959 v1 294
784.546 v1 294
820.087 v1 294
826.266 v1 294
830.761 v1 294
834.854 v1 294
839.553 v1 294
844.719 v1 294
854.54 v1 294
1777.457 v1 295
2283.45 v1 294
2303.684 v1 294
756.856 v1 295
766.131 v1 295
770.649 v1 295
774.909 v1 295
779.431 v1 295
784.645 v1 295
790.465 v1 295
797.409 v1 295
804.554 v1 295
814.469 v1 295
824.202 v1 295
829.742 v1 295
750.033 v1 295
833.799 v1 295
843.708 v1 295
848.618 v1 295
854.002 v1 295
860.172 v1 295
866.601 v1 295
871.585 v1 295
876.042 v1 295
882.154 v1 295
890.803 v1 295
900.152 v1 295
905.949 v1 295
911.827 v1 295
838.258 v1 295
744.143 v1 295
736.553 v1 295
727.04 v1 295
550.655 v1 295
557.249 v1 295
563.814 v1 295
570.436 v1 295
576.499 v1 295
582.401 v1 295
588.091 v1 295
592.834 v1 295
597.103 v1 295
601.985 v1 295
607.852 v1 295
615.959 v1 295
624.333 v1 295
630.166 v1 295
635.734 v1 295
641.023 v1 295
647.965 v1 295
657.599 v1 295
665.873 v1 295
672.084 v1 295
676.888 v1 295
682.637 v1 295
694.298 v1 295
703.791 v1 295
709.74 v1 295
714.681 v1 295
720.049 v1 295
919.734 v1 295
929.296 v1 295
940.69 v1 295
951.657 v1 295
1614.598 v1 295
1618.499 v1 295
1623.334 v1 295
1628.247 v1 295
1634.216 v1 295
1640.688 v1 295
1647.928 v1 295
1657.21 v1 295
1664.314 v1 295
1672.48 v1 295
1679.459 v1 295
1685.393 v1 295
1692.323 v1 295
1697.521 v1 295
1702.115 v1 295
1706.187 v1 295
1711.715 v1 295
1716.777 v1 295
1722.132 v1 295
1726.346 v1 295
1730.198 v1 295
1734.915 v1 295
1743.552 v1 295
1751.604 v1 295
1756.728 v1 295
1761.437 v1 295
1766.86 v1 295
1610.549 v1 295
544.997 v1 295
1605.788 v1 295
1596.274 v1 295
956.237 v1 295
960.178 v1 295
964.011 v1 295
968.151 v1 295
973.104 v1 295
978.192 v1 295
983.484 v1 295
991.712 v1 295
1501.903 v1 295
1505.672 v1 295
1509.116 v1 295
1512.961 v1 295
1517.01 v1 295
1521.439 v1 295
1526.404 v1 295
1531.359 v1 295
1536.446 v1 295
1541.822 v1 295
1547.604 v1 295
1553.948 v1 295
1562.492 v1 295
1568.656 v1 295
1573.159 v1 295
1577.465 v1 295
1581.771 v1 295
1586.048 v1 295
1590.853 v1 295
1601.344 v1 295
540.565 v1 295
536.581 v1 295
532.418 v1 295
2565.094 v1 294
2570.273 v1 294
2575.878 v1 294
2580.139 v1 294
2584.744 v1 294
2592.154 v1 294
2598.853 v1 294
2604.193 v1 294
2608.685 v1 294
2613.408 v1 294
2619.62 v1 294
2625.811 v1 294
2632.232 v1 294
2639.373 v1 294
2644.654 v1 294
2649.172 v1 294
2653.994 v1 294
2661.061 v1 294
2676.38 v1 294
2682.714 v1 294
2688.11 v1 294
2695.448 v1 294
2715.817 v1 294
2724.651 v1 294
2730.922 v1 294
2737.611 v1 294
2747.167 v1 294
2559.936 v1 294
2754.308 v1 294
2552.637 v1 294
2524.318 v1 294
2314.901 v1 294
2321.351 v1 294
2325.976 v1 294
2330.508 v1 294
2335.152 v1 294
2341.494 v1 294
2347.559 v1 294
2353.041 v1 294
2360.019 v1 294
2368.652 v1 294
2377.608 v1 294
2384.803 v1 294
2394.096 v1 294
2402.36 v1 294
2427.212 v1 294
2434.975 v1 294
2439.471 v1 294
2443.088 v1 294
2446.936 v1 294
2451.216 v1 294
2455.678 v1 294
2459.627 v1 294
2464.019 v1 294
2468.381 v1 294
2473.235 v1 294
2479.561 v1 294
2487.496 v1 294
2533.06 v1 294
2293.686 v1 294
2763.869 v1 294
2774.866 v1 294
2988.181 v1 294
2994.419 v1 294
57.575 v1 295
68.107 v1 295
76.004 v1 295
97.846 v1 295
112.845 v1 295
124.548 v1 295
136.811 v1 295
143.778 v1 295
154.885 v1 295
163.046 v1 295
232.053 v1 295
244.806 v1 295
253.095 v1 295
262.409 v1 295
271.36 v1 295
326.359 v1 295
337.906 v1 295
345.982 v1 295
357.853 v1 295
382.952 v1 295
504.448 v1 295
511.538 v1 295
517.225 v1 295
521.93 v1 295
527.185 v1 295
2982.897 v1 294
2770.145 v1 294
2977.222 v1 294
2967.656 v1 294
2780.242 v1 294
2785.157 v1 294
2789.607 v1 294
2795.816 v1 294
2823.666 v1 294
2831.518 v1 294
2840.335 v1 294
2846.75 v1 294
2852.28 v1 294
2858.858 v1 294
2864.018 v1 294
2868.313 v1 294
2872.876 v1 294
2878.535 v1 294
2885.28 v1 294
2893.462 v1 294
2899.333 v1 294
2905.408 v1 294
2910.863 v1 294
2916.348 v1 294
2922.321 v1 294
2935.465 v1 294
2942.347 v1 294
2948.559 v1 294
2953.695 v1 294
2958.168 v1 294
2962.69 v1 294
2971.903 v1 294
1941.049 v1 290
1977.86 v1 323
2004.031 v1 323
2966.135 v1 389
2984.393 v1 389
2992.845 v1 389
552.252 v1 390
625.955 v1 390
705.861 v1 390
766.032 v1 390
871.829 v1 390
1508.288 v1 390
1604.908 v1 390
1722.446 v1 390
1729.768 v1 390
2956.658 v1 389
1757.96 v1 390
1863.72 v1 390
1991.789 v1 390
2002.919 v1 390
2226.196 v1 390
2236.525 v1 390
2452.312 v1 390
2459.921 v1 390
2469.959 v1 390
2576.054 v1 390
2766.818 v1 390
2774.833 v1 390
2784.725 v1 390
1766.474 v1 390
2777.499 v1 389
2771.111 v1 389
2477.358 v1 389
1703.616 v1 388
2007.238 v1 388
2458.449 v1 388
625.748 v1 389
704.384 v1 389
713.597 v1 389
959.529 v1 389
1603.917 v1 389
1614.887 v1 389
1705.207 v1 389
1721.509 v1 389
1728.903 v1 389
1758.482 v1 389
1864.959 v1 389
1987.534 v1 389
2000.317 v1 389
2008.272 v1 389
2117.885 v1 389
2142.727 v1 389
2215.383 v1 389
2223.414 v1 389
2230.061 v1 389
2261.312 v1 389
2441.134 v1 389
2452.71 v1 389
2460.213 v1 389
2468.632 v1 389
2966.877 v1 390
2984.769 v1 390
2992.959 v1 390
537.935 v1 391
2788.279 v1 391
2955.693 v1 391
2964.799 v1 391
2978.357 v1 391
2994.59 v1 391
540.327 v1 393
599.735 v1 393
625.085 v1 393
671.784 v1 393
704.527 v1 393
712.449 v1 393
833.147 v1 393
869.411 v1 393
964.795 v1 393
978.178 v1 393
1729.732 v1 393
1758.269 v1 393
1857.716 v1 393
1999.431 v1 393
2008.088 v1 393
2117.691 v1 393
2144.454 v1 393
2220.163 v1 393
2231.525 v1 393
2439.886 v1 393
2454.642 v1 393
2731.304 v1 393
2779.187 v1 391
963.41 v1 388
2772.674 v1 391
2475.099 v1 391
701.39 v1 391
709.424 v1 391
735.868 v1 391
768.455 v1 391
962.524 v1 391
1573.091 v1 391
1702.862 v1 391
1723.515 v1 391
1748.668 v1 391
1757.901 v1 391
1769.42 v1 391
1787.819 v1 391
1974.273 v1 391
1984.313 v1 391
1992.566 v1 391
2000.108 v1 391
2010.205 v1 391
2051.263 v1 391
2215.938 v1 391
2224.99 v1 391
2231.1 v1 391
2245.491 v1 391
2258.499 v1 391
2265.25 v1 391
2445.045 v1 391
2457.432 v1 391
2467.63 v1 391
2730.501 v1 391
2777.711 v1 393
2987.893 v1 387
2777.507 v1 387
2007.608 v1 382
2141.219 v1 382
2235.367 v1 382
2470.304 v1 382
2968.894 v1 382
536.403 v1 383
711.555 v1 383
977.401 v1 383
1603.027 v1 383
1699.164 v1 383
1759.373 v1 383
2003.091 v1 383
1611.735 v1 382
2110.764 v1 383
2216.421 v1 383
2453.711 v1 383
2462.837 v1 383
2779.86 v1 383
2957.352 v1 383
2969.112 v1 383
628.659 v1 384
770.589 v1 384
963.917 v1 384
1722.426 v1 384
1747.213 v1 384
2006.264 v1 384
2120.423 v1 383
713.951 v1 382
2985.404 v1 381
2784.194 v1 381
2774.484 v1 379
2787.807 v1 379
2958.924 v1 379
2984.966 v1 379
537.791 v1 381
572.052 v1 381
768.519 v1 381
827.399 v1 381
1584.972 v1 381
1604.143 v1 381
1701.159 v1 381
1722.759 v1 381
1747.519 v1 381
1757.707 v1 381
1864.913 v1 381
1983.07 v1 381
1998.589 v1 381
2006.247 v1 381
2052.267 v1 381
2219.181 v1 381
2234.711 v1 381
2267.127 v1 381
2321.048 v1 381
2466.662 v1 381
2753.841 v1 381
2768.229 v1 381
2777.704 v1 381
2139.477 v1 384
2216.583 v1 384
2225.17 v1 384
2239.246 v1 384
2442.429 v1 386
2458.293 v1 386
2471.38 v1 386
2571.243 v1 386
2773.114 v1 386
2781.468 v1 386
2789.857 v1 386
2957.113 v1 386
2990.446 v1 386
713.368 v1 387
1507.131 v1 387
1601.084 v1 387
1617.586 v1 387
1722.236 v1 387
1731.334 v1 387
1983.82 v1 387
1999.73 v1 387
2009.975 v1 387
2082.273 v1 387
2115.133 v1 387
2140.017 v1 387
2215.03 v1 387
2221.729 v1 387
2229.331 v1 387
2239.161 v1 387
2440.344 v1 387
2460.658 v1 387
2261.555 v1 386
2967.635 v1 387
2006.604 v1 386
1727.302 v1 386
2439.588 v1 384
2454.334 v1 384
2463.964 v1 384
2476.474 v1 384
2776.542 v1 384
2785.143 v1 384
2966.331 v1 384
2987.902 v1 384
713.479 v1 385
772.164 v1 385
830.959 v1 385
1508.806 v1 385
1585.605 v1 385
1602.164 v1 385
1721.145 v1 385
1858.544 v1 385
2000.623 v1 385
2220.503 v1 385
2231.776 v1 385
2245.392 v1 385
2452.355 v1 385
2481.728 v1 385
2748.196 v1 385
2778.175 v1 385
2786.512 v1 385
2967.233 v1 385
1507.507 v1 386
1760.127 v1 386
2788.081 v1 393
2956.86 v1 393
2983.56 v1 393
871.369 v1 403
962.954 v1 403
1508.339 v1 403
1681.089 v1 403
2000.229 v1 403
2119.969 v1 403
2221.968 v1 403
2237.807 v1 403
2439.032 v1 403
2453.852 v1 403
2468.541 v1 403
2777.04 v1 403
830.909 v1 403
2956.505 v1 403
1603.036 v1 404
1722.282 v1 404
1730.374 v1 404
1757.131 v1 404
1984.005 v1 404
1998.689 v1 404
2006.226 v1 404
2217.972 v1 404
2229.311 v1 404
2456.901 v1 404
2470.731 v1 404
2766.414 v1 404
770.352 v1 404
708.439 v1 403
627.323 v1 403
2983.138 v1 402
2223.42 v1 401
2230.041 v1 401
2238.881 v1 401
2438.889 v1 401
2454.428 v1 401
2465.877 v1 401
2475.871 v1 401
2732.848 v1 401
2753.279 v1 401
2772.002 v1 401
2782.596 v1 401
2955.915 v1 401
2965.174 v1 401
2983.17 v1 401
2991.425 v1 401
712.971 v1 402
1723.722 v1 402
1756.794 v1 402
2002.075 v1 402
2216.289 v1 402
2224.314 v1 402
2235.448 v1 402
2456.213 v1 402
2466.632 v1 402
2478.628 v1 402
2773.547 v1 402
2780.373 v1 402
2778.5 v1 404
2786.935 v1 404
2966.695 v1 404
2988.907 v1 404
1999.003 v1 406
2008.455 v1 406
2082.029 v1 406
2111.434 v1 406
2119.228 v1 406
2138.468 v1 406
2146.057 v1 406
2201.704 v1 406
2217.764 v1 406
2227.06 v1 406
2238.939 v1 406
2438.738 v1 406
2453.535 v1 406
2460.431 v1 406
2468.477 v1 406
2637.206 v1 406
2648.571 v1 406
2776.061 v1 406
2864.901 v1 406
2954.886 v1 406
2967.309 v1 406
2984.402 v1 406
711.054 v1 407
831.29 v1 407
864.565 v1 407
871.243 v1 407
1603.815 v1 407
1982.528 v1 406
2216.099 v1 401
1895.259 v1 406
1723.725 v1 406
628.006 v1 405
709.034 v1 405
872.284 v1 405
1601.986 v1 405
2118.408 v1 405
2219.171 v1 405
2264.842 v1 405
2440.484 v1 405
2468.958 v1 405
2480.172 v1 405
2865.062 v1 405
624.947 v1 406
635.469 v1 406
663.598 v1 406
672.829 v1 406
702.717 v1 406
713.299 v1 406
831.264 v1 406
869.258 v1 406
961.539 v1 406
1595.169 v1 406
1602.757 v1 406
1614.154 v1 406
1628.05 v1 406
1674.806 v1 406
1695.513 v1 406
1702.767 v1 406
1766.438 v1 406
2205.602 v1 401
2186.648 v1 401
2006.366 v1 401
1758.23 v1 395
1999.224 v1 395
2008.659 v1 395
2220.449 v1 395
2235.65 v1 395
2266.878 v1 395
2458.644 v1 395
2468.68 v1 395
2479.705 v1 395
2773.507 v1 395
2780.79 v1 395
2966.463 v1 395
2990.71 v1 395
708.903 v1 396
1509.907 v1 396
1724.152 v1 396
1984.555 v1 396
2005.235 v1 396
2216.779 v1 396
2227.161 v1 396
2457.788 v1 396
2468.113 v1 396
2966.781 v1 396
2985.162 v1 396
636.254 v1 397
707.574 v1 397
1729.12 v1 397
1750.66 v1 395
2005.775 v1 397
1724.963 v1 395
872.115 v1 395
541.768 v1 394
626.625 v1 394
638.008 v1 394
711.465 v1 394
741.364 v1 394
768.543 v1 394
963.155 v1 394
978.795 v1 394
1702.957 v1 394
1721.412 v1 394
1758.858 v1 394
1983.311 v1 394
1999.789 v1 394
2007.462 v1 394
2140.258 v1 394
2219.181 v1 394
2227.905 v1 394
2238.772 v1 394
2439.682 v1 394
2455.67 v1 394
2468.946 v1 394
2646.951 v1 394
2774.952 v1 394
2785.073 v1 394
2957.918 v1 394
2967.602 v1 394
2984.552 v1 394
1507.894 v1 395
2458.254 v1 379
2143.084 v1 397
2231.117 v1 397
2768.259 v1 399
2775.235 v1 399
2783.399 v1 399
2967.085 v1 399
2983.959 v1 399
538.187 v1 400
626.769 v1 400
714.548 v1 400
769.589 v1 400
1728.473 v1 400
2114.026 v1 400
2223.707 v1 400
2472.658 v1 400
2776.066 v1 400
542.091 v1 401
625.127 v1 401
704.483 v1 401
713.462 v1 401
768.642 v1 401
964.79 v1 401
1603.384 v1 401
1700.958 v1 401
1722.357 v1 401
1731.06 v1 401
1749.331 v1 401
1759.465 v1 401
1980.895 v1 401
2734.184 v1 399
2188.052 v1 397
2606.262 v1 399
2465.078 v1 399
2456.253 v1 397
2466.292 v1 397
2481.712 v1 397
2964.055 v1 397
2984.025 v1 397
2007.24 v1 398
2773.08 v1 398
2780.694 v1 398
539.725 v1 399
707.684 v1 399
748.96 v1 399
977.889 v1 399
1508.786 v1 399
1702.988 v1 399
1723.1 v1 399
1750.797 v1 399
1776.999 v1 399
1981.317 v1 399
2001.04 v1 399
2007.927 v1 399
2119.644 v1 399
2188.727 v1 399
2216.499 v1 399
2225.749 v1 399
2237.479 v1 399
2261.755 v1 399
2457.122 v1 399
2477.488 v1 399
2439.505 v1 379
2225.591 v1 379
2215.405 v1 379
2008.096 v1 369
2047.291 v1 369
2076.144 v1 369
2103.866 v1 369
2114.984 v1 369
2130.743 v1 369
2143.067 v1 369
2168.325 v1 369
2191.785 v1 369
2209.208 v1 369
2218.177 v1 369
2228.759 v1 369
1996.935 v1 369
2238.543 v1 369
2266.245 v1 369
2302.942 v1 369
2322.514 v1 369
2338.269 v1 369
2439.37 v1 369
2456.039 v1 369
2468.366 v1 369
2480.501 v1 369
2559.282 v1 369
2575.729 v1 369
2600.879 v1 369
2622.464 v1 369
2256.072 v1 369
1983.438 v1 369
1972.948 v1 369
1944.416 v1 369
848.013 v1 369
865.486 v1 369
885.415 v1 369
906.003 v1 369
965.243 v1 369
986.501 v1 369
1515.862 v1 369
1536.472 v1 369
1567.544 v1 369
1581.587 v1 369
1596.242 v1 369
1606.32 v1 369
1616.969 v1 369
1635.752 v1 369
1657.451 v1 369
1678.028 v1 369
1694.873 v1 369
1712.34 v1 369
1725.945 v1 369
1750.259 v1 369
1764.282 v1 369
1779.548 v1 369
1803.514 v1 369
1844.667 v1 369
1862.061 v1 369
1881.503 v1 369
1908.937 v1 369
2640.624 v1 369
2659.403 v1 369
2721.187 v1 369
2733.665 v1 369
1754.446 v1 370
1775.663 v1 370
1810.512 v1 370
1876.537 v1 370
1929.9 v1 370
1962.727 v1 370
1979.335 v1 370
1993.868 v1 370
2006.292 v1 370
2113.883 v1 370
2139.352 v1 370
2174.101 v1 370
2190.96 v1 370
2214.508 v1 370
2226.68 v1 370
2240.629 v1 370
2264.945 v1 370
2319.84 v1 370
2439.658 v1 370
2453.039 v1 370
2465.004 v1 370
2478.637 v1 370
2565.827 v1 370
2611.344 v1 370
2689.465 v1 370
2721.279 v1 370
2744.887 v1 370
1732.997 v1 370
833.509 v1 369
1719.998 v1 370
1678.155 v1 370
2747.557 v1 369
2766.701 v1 369
2776.702 v1 369
2786.085 v1 369
2801.634 v1 369
2862.499 v1 369
2892.777 v1 369
2913.026 v1 369
2950.155 v1 369
2961.406 v1 369
2973.16 v1 369
2987.353 v1 369
532.329 v1 370
569.758 v1 370
629.545 v1 370
669.224 v1 370
702.693 v1 370
713.281 v1 370
756.607 v1 370
829.939 v1 370
864.684 v1 370
955.677 v1 370
978.169 v1 370
1538.129 v1 370
1572.878 v1 370
1601.273 v1 370
1626.034 v1 370
1700.851 v1 370
820.132 v1 369
786.172 v1 369
764.445 v1 369
2056.093 v1 366
2107.902 v1 366
2141.815 v1 366
2189.723 v1 366
2216.245 v1 366
2229.57 v1 366
2243.421 v1 366
2264.19 v1 366
2453.041 v1 366
2465.884 v1 366
2483.374 v1 366
2644.016 v1 366
2726.204 v1 366
2745.612 v1 366
2772.799 v1 366
2783.717 v1 366
2952.295 v1 366
2968.15 v1 366
2985.107 v1 366
629.977 v1 367
707.779 v1 367
827.914 v1 367
972.928 v1 367
1574.136 v1 367
1604.167 v1 367
1693.831 v1 367
1723.837 v1 367
2003.452 v1 366
1776.969 v1 367
1985.751 v1 366
1757.477 v1 366
1615.774 v1 365
1697.112 v1 365
1730.392 v1 365
1778.981 v1 365
1988.033 v1 365
2133.718 v1 365
2169.303 v1 365
2216.101 v1 365
2266.985 v1 365
2453.869 v1 365
2468.771 v1 365
2645.239 v1 365
2768.602 v1 365
2786.163 v1 365
2962.365 v1 365
626.96 v1 366
666.631 v1 366
702.242 v1 366
721.754 v1 366
749.997 v1 366
964.213 v1 366
999.569 v1 366
1584.121 v1 366
1616.957 v1 366
1674.602 v1 366
1700.769 v1 366
1724.743 v1 366
1942.953 v1 366
2768.545 v1 370
1981.717 v1 367
2058.133 v1 367
2262.676 v1 368
2306.676 v1 368
2453.228 v1 368
2476.456 v1 368
2537.434 v1 368
2577.837 v1 368
2626.675 v1 368
2649.317 v1 368
2727.077 v1 368
2764.683 v1 368
2778.025 v1 368
2959.358 v1 368
2982.071 v1 368
2996.808 v1 368
524.307 v1 369
538.351 v1 369
560.602 v1 369
580.455 v1 369
596.6 v1 369
617.063 v1 369
629.821 v1 369
649.977 v1 369
666.79 v1 369
690.109 v1 369
709.993 v1 369
728.006 v1 369
746.458 v1 369
2232.362 v1 368
2009.3 v1 367
2217.541 v1 368
2049.703 v1 368
2202.12 v1 367
2231.435 v1 367
2263.054 v1 367
2453.597 v1 367
2723.918 v1 367
2771.751 v1 367
2944.01 v1 367
2989.515 v1 367
550.074 v1 368
569.739 v1 368
600.382 v1 368
627.382 v1 368
667.749 v1 368
706.202 v1 368
747.245 v1 368
830.456 v1 368
867.834 v1 368
1586.914 v1 368
1602.914 v1 368
1691.94 v1 368
1722.246 v1 368
1749.459 v1 368
1767.909 v1 368
1804.72 v1 368
1864.225 v1 368
1980.172 v1 368
2000.179 v1 368
2112.568 v1 368
1723.901 v1 407
2781.489 v1 370
2951.172 v1 370
2086.199 v1 373
2115.306 v1 373
2139.421 v1 373
2177.859 v1 373
2201.793 v1 373
2219.676 v1 373
2234.54 v1 373
2264.295 v1 373
2438.704 v1 373
2452.979 v1 373
2469.547 v1 373
2568.642 v1 373
2053.947 v1 373
2609.164 v1 373
2718.161 v1 373
2734.458 v1 373
2766.649 v1 373
2781.238 v1 373
2865.731 v1 373
2954.132 v1 373
2967.459 v1 373
2982.956 v1 373
2997.505 v1 373
569.961 v1 374
626.303 v1 374
705.329 v1 374
2640.023 v1 373
2003.005 v1 373
1982.346 v1 373
1874.178 v1 373
2736.287 v1 372
2766.93 v1 372
2777.954 v1 372
2862.796 v1 372
2897.224 v1 372
2954.471 v1 372
2970.206 v1 372
2987.13 v1 372
586.633 v1 373
618.523 v1 373
637.066 v1 373
671.304 v1 373
700.283 v1 373
712.373 v1 373
741.442 v1 373
834.04 v1 373
867.388 v1 373
961.827 v1 373
1585.632 v1 373
1602.381 v1 373
1619.896 v1 373
1678.568 v1 373
1702.819 v1 373
1722.869 v1 373
1757.886 v1 373
1806.847 v1 373
1852.189 v1 373
771.805 v1 374
834.711 v1 374
873.217 v1 374
1603.753 v1 374
964.187 v1 377
2002.559 v1 377
2010.892 v1 377
2222.775 v1 377
2232.778 v1 377
2453.409 v1 377
2967.564 v1 377
2986.221 v1 377
711.677 v1 378
1724.014 v1 378
1758.172 v1 378
2215.435 v1 378
2223.92 v1 378
2456.772 v1 378
2782.997 v1 378
627.419 v1 379
713.332 v1 379
771.747 v1 379
833.083 v1 379
959.314 v1 379
1721.224 v1 379
1729.934 v1 379
1985.836 v1 379
2002.267 v1 379
2011.226 v1 379
2121.163 v1 379
2143.559 v1 379
708.474 v1 377
2715.038 v1 372
2983.223 v1 376
2773.1 v1 376
1724.678 v1 374
1759.171 v1 374
1864.843 v1 374
1983.819 v1 374
2008.722 v1 374
2055.157 v1 374
2119.845 v1 374
2178.499 v1 374
2215.297 v1 374
2262.572 v1 374
2455.61 v1 374
2558.333 v1 374
2646.776 v1 374
2736.377 v1 374
2767.213 v1 374
2784.782 v1 374
2968.605 v1 374
2992.719 v1 374
834.17 v1 375
2985.245 v1 375
713.354 v1 376
1603.027 v1 376
1981.312 v1 376
2002.399 v1 376
2216.826 v1 376
2234.633 v1 376
2261.029 v1 376
2780.901 v1 376
2640.049 v1 372
2607.977 v1 372
2485.324 v1 372
1778.112 v1 371
1797.205 v1 371
1844.865 v1 371
1862.795 v1 371
1891.953 v1 371
1942.495 v1 371
1973.652 v1 371
1986.467 v1 371
2000.865 v1 371
2013.289 v1 371
2054.689 v1 371
2077.582 v1 371
2109.879 v1 371
2126.371 v1 371
2141.137 v1 371
2179.662 v1 371
2205.527 v1 371
2219.177 v1 371
2235.084 v1 371
2258.253 v1 371
2268.321 v1 371
2292.879 v1 371
2343.477 v1 371
2437.555 v1 371
2456.984 v1 371
2469.451 v1 371
2484.616 v1 371
1761.774 v1 371
2559.539 v1 371
1748.356 v1 371
1701.675 v1 371
2963.624 v1 370
2976.766 v1 370
2994.865 v1 370
531.025 v1 371
562.944 v1 371
586.691 v1 371
617.147 v1 371
630.658 v1 371
666.066 v1 371
696.07 v1 371
708.81 v1 371
735.59 v1 371
771.831 v1 371
819.188 v1 371
843.485 v1 371
863.752 v1 371
882.954 v1 371
952.58 v1 371
972.468 v1 371
1527.687 v1 371
1572.478 v1 371
1587.337 v1 371
1600.111 v1 371
1613.009 v1 371
1630.091 v1 371
1668.645 v1 371
1682.161 v1 371
1722.295 v1 371
2912.496 v1 370
2574.541 v1 371
2628.153 v1 371
1661.635 v1 372
1680.628 v1 372
1698.092 v1 372
1712.91 v1 372
1726.71 v1 372
1759.205 v1 372
1778.818 v1 372
1853.446 v1 372
1877.503 v1 372
1913.488 v1 372
1980.531 v1 372
1998.868 v1 372
2009.721 v1 372
2053.661 v1 372
2110.285 v1 372
2133.658 v1 372
2143.83 v1 372
2176.869 v1 372
2200.771 v1 372
2218.944 v1 372
2229.694 v1 372
2242.676 v1 372
2265.572 v1 372
2326.595 v1 372
2439.409 v1 372
2454.503 v1 372
2468.694 v1 372
1613.23 v1 372
2604.899 v1 371
1596.885 v1 372
979.298 v1 372
2646.241 v1 371
2701.75 v1 371
2728.308 v1 371
2748.471 v1 371
2768.17 v1 371
2780.452 v1 371
2796.695 v1 371
2862.026 v1 371
2908.546 v1 371
2941.031 v1 371
2957.22 v1 371
2968.471 v1 371
2992.275 v1 371
540.007 v1 372
583.43 v1 372
617.638 v1 372
634.205 v1 372
657.642 v1 372
704.127 v1 372
721.998 v1 372
748.629 v1 372
772.556 v1 372
829.568 v1 372
848.5 v1 372
867.751 v1 372
891.466 v1 372
960.6 v1 372
1572.226 v1 372
1748.517 v1 407
1758.594 v1 407
1779.102 v1 407
2864.899 v1 434
2956.134 v1 434
2967.867 v1 434
637.985 v1 435
711.667 v1 435
769.009 v1 435
831.944 v1 435
870.62 v1 435
1602.103 v1 435
1722.805 v1 435
1729.421 v1 435
1758.754 v1 435
2788.818 v1 434
1865.871 v1 435
2000.794 v1 435
2115.291 v1 435
2217.466 v1 435
2224.799 v1 435
2231.768 v1 435
2471.661 v1 435
2756.058 v1 435
2771.681 v1 435
2780.005 v1 435
2983.784 v1 435
2990.211 v1 435
569.613 v1 436
1982.936 v1 435
2780.687 v1 434
2773.956 v1 434
2723.938 v1 434
713.326 v1 434
962.419 v1 434
1601.004 v1 434
1612.845 v1 434
1675.765 v1 434
1693.205 v1 434
1701.409 v1 434
1722.322 v1 434
1749.289 v1 434
1810.481 v1 434
1862.497 v1 434
1982.974 v1 434
1998.74 v1 434
2010.22 v1 434
2084.11 v1 434
2117.114 v1 434
2134.91 v1 434
2142.829 v1 434
2202.047 v1 434
2218.162 v1 434
2226.082 v1 434
2232.607 v1 434
2440.653 v1 434
2451.447 v1 434
2458.441 v1 434
2469.068 v1 434
2643.766 v1 434
588.923 v1 436
627.591 v1 436
636.852 v1 436
673.087 v1 436
2440.841 v1 436
2454.828 v1 436
2465.075 v1 436
2475.504 v1 436
2566.345 v1 436
2582.289 v1 436
2604.741 v1 436
2636.917 v1 436
2646.246 v1 436
2766.024 v1 436
2776.985 v1 436
2787.053 v1 436
2863.73 v1 436
2958.555 v1 436
2968.069 v1 436
2991.459 v1 436
714.663 v1 437
964.683 v1 437
1729.207 v1 437
2008.639 v1 437
2220.941 v1 437
2451.865 v1 437
2777.006 v1 437
2958.492 v1 437
2989.351 v1 437
768.72 v1 438
964.674 v1 438
2320.09 v1 436
704.637 v1 434
2262.221 v1 436
2232.76 v1 436
827.993 v1 436
846.606 v1 436
863.881 v1 436
871.419 v1 436
964.157 v1 436
977.308 v1 436
1593.521 v1 436
1600.798 v1 436
1615.144 v1 436
1624.718 v1 436
1639.856 v1 436
1679.01 v1 436
1703.167 v1 436
1761.087 v1 436
1850.951 v1 436
1864.569 v1 436
1981.34 v1 436
2001.064 v1 436
2008.086 v1 436
2055.83 v1 436
2081.272 v1 436
2109.715 v1 436
2117.58 v1 436
2125.989 v1 436
2135.72 v1 436
2144.113 v1 436
